,faceCount,faceCover,maxAngry,maxDisgust,maxFear,maxHappy,maxSad,maxSurprise,maxNeutral,vidid
28,1,0.0320833333333333,0.0038146481383591,0.0013710977509617,0.0006953734555281,0.813175618648529,0.0929533392190933,0.0036109955981373,0.0843789130449295,PmlRbfSavbI
29,1,0.0575462962962963,0.0008347324910573,0.0004268139891792,0.005504376720637,0.4510279893875122,0.0002841876703314,0.527045726776123,0.0148762250319123,DOWDNBu9DkU
30,1,0.1037847222222222,0.1363447457551956,0.0010542381787672,0.0058183767832815,7.965252007124946e-05,0.5167196989059448,0.005860507953912,0.3341227769851684,9e9D7ABgHpU
31,1,0.042662037037037,0.0238272380083799,0.0001064425741787,7.841325714252889e-05,0.001177733996883,0.0054742721840739,0.467944473028183,0.5013914108276367,VS6tnF31zr4
32,1,0.1261631944444444,0.0083563486114144,0.0275711901485919,0.005850797984749,0.0027357307262718,0.9511367082595824,0.0011584995081648,0.0031908161472529,5rYhRn1x3FM
33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MvnumV1izOE
34,1,0.0846643518518518,0.0032602180726826,0.0008002723334357,0.0006593906437046,0.8042590022087097,0.0085887415334582,0.0028413210529834,0.1795910745859146,3yjcqsNNa24
35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZxbGGGh5I7M
36,1,0.0080671296296296,0.0199961904436349,0.0005363742238841,0.0628172159194946,0.1772107630968094,0.5413846373558044,0.0035729559604078,0.1944818645715713,z68vta3N5kg
37,1,0.0840277777777777,0.0039801532402634,0.0007917393813841,0.001061302726157,0.7320825457572937,0.0092145530506968,0.0068085417151451,0.2460612207651138,zr359AIjU2Q
38,1,0.0425347222222222,0.0237909331917762,0.0033297287300229,0.0232139900326728,0.0012690563453361,0.057100310921669,0.1055649667978286,0.7857310175895691,7sj6Gpk3ab4
39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O1P6K_PaS0A
40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kxLoycj4pJY
41,2,0.2904976851851852,0.1404174417257309,0.0042599905282258,0.1363515704870224,0.6374778747558594,0.068508855998516,0.278003990650177,0.2227895557880401,I8yJkIuvPvM
42,1,0.0143229166666666,0.0050563067197799,0.0037499694153666,0.0366066209971904,0.421546459197998,0.0429586507380008,0.47005695104599,0.0200251042842865,ywBV6M7VOFU
43,1,0.2959664351851852,0.0428427383303642,0.0004544538969639,0.0562116540968418,0.0078437458723783,0.1017985939979553,0.0754037275910377,0.7154451012611389,X3o71W4uNHc
44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flmkQZvN_g8
45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zz5lGkDdk78
46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OdW7vhYYSdM
47,2,0.1198900462962963,0.1249067485332489,0.0081012677401304,0.062307521700859,0.035496924072504,0.0241038855165243,0.6839187741279602,0.0611649006605148,fU_pilTk624
48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kRlwI2iV7x8
49,2,0.1521817129629629,0.0524311810731887,0.0615189112722873,5.8682442613644525e-05,0.005774971563369,0.0011872145114466,0.0001930773578351,0.8788359761238098,R7yzKJHSrRE
50,1,0.2197627314814814,0.0233379956334829,0.0473267026245594,0.0028554508462548,0.4999858140945434,0.3125541806221008,0.0070837121456861,0.1068561598658561,gl3bY6vME4w
51,2,0.1154918981481481,0.0499955303966999,0.0036142687313258,0.1596029102802276,0.8931667804718018,0.035743448883295,0.707222580909729,0.0341657996177673,xLWUGumz1dI
52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-NLBtZKx2cA
53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q-1DoJMehQM
54,1,0.0642476851851851,0.0023357574827969,6.024554750183597e-05,0.0003788348403759,0.0067904344759881,0.010105712339282,0.0144792785868048,0.965849757194519,ipQkk7RxApg
55,1,0.0189583333333333,0.0717948973178863,0.0077477823942899,0.3357974886894226,0.0053486851975321,0.1808117181062698,0.3454681932926178,0.0530313067138195,HIr1W601U7w
56,3,0.0213657407407407,0.1553520560264587,0.1284219920635223,0.1554072201251983,0.5378242135047913,0.2044133991003036,0.2869642674922943,0.307487428188324,kNGR5OvhM1c
57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hf273uCVHvE
58,1,0.1145833333333333,0.0479431673884391,3.542756530805491e-05,0.0131537653505802,0.0031309118494391,0.5966393351554871,0.0087887169793248,0.3303087651729584,nMJaXNKtrIA
59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a3P1qIqGtRw
60,2,0.0840856481481481,0.0171255841851234,0.6772697567939758,0.0143745774403214,0.3235474824905395,0.101285383105278,0.0047218343243002,0.0054722218774259,AWTuvTJKtr0
61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UJwkj82BJjo
62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KSQhjhoEvLs
63,2,0.0422164351851851,0.1121832132339477,0.0155051769688725,0.0908418819308281,0.0011569659691303,0.7598862051963806,0.0087472824379801,0.0116792833432555,XkHCMuHXlFU
64,13,0.0213020833333333,0.9784247875213624,0.0221157576888799,0.2078458368778228,0.9610995054244996,0.6088277697563171,0.7098210453987122,0.5079389214515686,o8JGsBDY1xI
65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7yCTpDPEHtI
66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a-zZkuGAVQY
67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7t1aG9PGKsk
68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4v7de1JBlTw
69,1,0.0291666666666666,0.2542840838432312,0.0004065422690473,0.0009576845332048,0.0229420159012079,0.0671535730361938,0.0204452369362115,0.6338109374046326,cYd0rcE7Kks
70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hEszgpxhkic
71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,_JiFJxOhDig
72,4,0.0383449074074074,0.8039658665657043,0.002781615126878,0.0276433620601892,0.0105274319648742,0.0491568334400653,0.2167782187461853,0.5684238076210022,v2aShVTMMNc
73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTQwTrYjJWM
74,1,0.0838888888888888,0.020916087552905,0.0041429842822253,0.3035549521446228,0.0163329169154167,0.0032521914690732,0.6357567310333252,0.0160441156476736,p7s7GOFLFi4
75,1,0.0065972222222222,0.0333208069205284,0.0002318148035556,0.4231234490871429,0.0037247859872877,0.3533158004283905,0.1585754454135894,0.027707839384675,TEyt3i8g9WU
76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N9U6A6OI-b4
77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RY2jp2o99p8
78,2,0.0345138888888888,0.1466389298439026,0.0159715358167886,0.2398762702941894,0.1273850947618484,0.0753261968493461,0.3847216665744781,0.0100803365930914,W7CN7l--kzY
79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QAZH0oaqgSg
80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3MqYE2UuN24
81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B19nlhbA7-E
82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Hqm0dYKUx4
83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lvTqbM5Dq4Q
84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,o_W280R_Jt8
85,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kIq5CZlg8Rg
86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4B_x1XjBhiI
87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nrTsvn9usVQ
88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1rLWVZVWfdY
89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v9ML4GA47Rg
90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KNwKPfOKipk
91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,_mZQ-5-KYHw
92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nZMMuv0Ltyo
93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-NN_m2yKAAk
94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VSrEIdhrXB4
95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IZ_8b_Ydsv0
96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSxa5cVT3Ok
97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6ERXfZTFbFQ
98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,plUboQZgkng
99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eCD6ahMihoc
100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gWAXOD29YDU
101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPmZGBvJswg
102,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hCJ9sJHunVA
103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,w3s1awGu1-M
104,1,0.0009722222222222,0.8289012908935547,0.0075082601979374,0.0248412657529115,0.0351724773645401,0.0378085933625698,0.0023078036028891,0.0634602829813957,tXCxelNUexM
105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,z5iY_8JxLC4
106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T8THZjMcteM
107,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nYbJTtq2N_Q
108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fKH8a9nChyU
109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6z8Jtl2Aqg0
110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EwS3mSGTih8
111,1,0.0840393518518518,0.000809516699519,1.935698310262524e-05,0.0100576886907219,0.9677810668945312,0.0180566385388374,0.0007667632889933,0.0025090612471103,Bv_S5upj5dk
112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n6VSBtz1su4
113,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BB2g_ioctUQ
114,1,0.0671875,0.0014312128769233,0.0037274279166013,0.0003275490016676,0.9348224997520448,0.0023916610516607,0.0071270442567765,0.0501726195216178,iW5WnpTlifc
115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1Ks8Jk_awk
116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zc6jpNNGyko
117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mwOX-EnOESI
118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ULlRpIF5rTs
119,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TL-i3r2PN4w
120,1,0.0674710648148148,0.0455454289913177,0.056414283812046,0.0001886065147118,0.4646439850330353,0.0012421461287885,0.0009878779528662,0.4309777021408081,QmOF0crdyRU
121,1,0.1387326388888889,0.0048632221296429,0.0027187326923012,0.0003409358905628,0.0495479479432106,0.0026214469689875,0.0283817537128925,0.9115260243415833,Wcs2PFz5q6g
122,1,0.1101736111111111,0.0336060523986816,0.004268164280802,0.0009735800558701,0.3309540152549743,0.0012612508144229,0.0184256602078676,0.6105112433433533,gXvuJu1kt48
123,2,0.249693287037037,0.0186875984072685,0.9802138209342957,0.0155462687835097,0.1046706661581993,0.1231055483222007,0.3972281217575073,0.3394717574119568,cS7cNaBrkxo
124,2,0.2517534722222222,0.708490788936615,0.0093814451247453,0.0125837791711092,0.2350173741579055,0.0844465941190719,0.2255321592092514,0.412476509809494,GVRDGQhoEYQ
125,1,0.0692129629629629,0.0071447687223553,0.1809997856616974,0.0014322970528155,0.2764143645763397,0.0032948439475148,0.0347883515059948,0.495925635099411,31wjVhCcI5Y
126,2,0.2490104166666666,0.0465928427875041,0.0023238549474626,0.0107836676761507,0.9580238461494446,0.073554515838623,0.2333159893751144,0.4244346022605896,-wIt_WsJGfw
127,1,0.110474537037037,0.0453786589205265,0.0151983452960848,0.0032587400637567,0.3795346617698669,0.0015589314280077,0.0306319743394851,0.5244386792182922,uXs-zPc63kM
128,1,0.1485474537037037,0.0101781375706195,0.007318899501115,0.001279470976442,0.6145515441894531,0.0007445223163813,0.1120895221829414,0.2538378238677978,FFwA0QFmpQ4
129,1,0.1613425925925926,0.0002338020276511,0.0001018277471303,0.0014479426899924,0.6423605680465698,0.0065257176756858,0.319498747587204,0.0298312734812498,GLgKkG44MGo
130,1,0.0637037037037037,0.0216691885143518,0.963635504245758,0.0002858077641576,0.0030784897971898,0.0003046208294108,0.0006436930852942,0.0103826923295855,aXvDEmo6uS4
131,2,0.2648726851851852,0.0359583161771297,0.0021046979818493,0.0194806512445211,0.9990341663360596,0.1298134177923202,0.2294132113456726,0.3848149180412292,ncSoor2Iw8k
132,1,0.1387326388888889,0.0058071995154023,0.0049341120757162,0.000329799746396,0.0549574792385101,0.0025779295247048,0.0239769052714109,0.907416582107544,RgAcOqVRfYA
133,2,0.2348263888888888,0.0407973304390907,0.0038903260137885,0.0127062844112515,0.999421238899231,0.1697764545679092,0.2914952635765075,0.2979656457901001,7YGZZcXqKxE
134,2,0.2386226851851851,0.0955046713352203,0.0023974839132279,0.0115971770137548,0.9960164427757264,0.165029376745224,0.225853830575943,0.3616966605186462,fcxjwA4C4Cw
135,1,0.0574189814814814,0.0144560886546969,0.0010557114146649,0.0002708706597331,0.0044625923037528,0.0169192012399435,0.0024353868793696,0.9604001045227052,iMvtHqLmEkI
136,2,0.2406944444444444,0.0456848442554473,0.0023547420278191,0.0232831090688705,0.996605634689331,0.119918055832386,0.1724016070365905,0.440825879573822,Nr5xb-QCBGA
137,1,0.110474537037037,0.0009012967930175,0.0021194671280682,0.0003558424359653,0.8897038102149963,0.0003855250834021,0.001020613242872,0.1055134385824203,slUCmZJDXrk
138,1,0.110474537037037,0.0010102977976202,0.0024762698449194,0.0004360288439784,0.8990134000778198,0.0002237124426756,0.0013952949084341,0.0954450666904449,Rxmv7rT9leo
139,1,0.1157986111111111,0.0070975455455482,0.0001842977944761,0.0001997445215238,0.0838616341352462,0.0016199216479435,0.0055938377045094,0.9014430046081544,HoH93judXmE
140,1,0.0525752314814814,0.0009748747106641,7.070672290865332e-05,0.0255398247390985,7.528386049671099e-05,0.0002109596534864,0.9727489948272704,0.000379355129553,wX75Z-4MEoM
141,2,0.0643229166666666,0.0020265236962586,0.0001840129843913,0.9600417613983154,0.7151970267295837,0.0357521325349807,0.2794219553470611,0.001222014427185,bXCeFPNWjsM
142,1,0.1208680555555555,0.0011807968840003,2.306170244992245e-05,0.0097918296232819,0.0003254695911891,7.850491965655237e-05,0.987471044063568,0.0011292231502011,S7MNX_UD7vY
143,2,0.2229456018518518,0.2301445305347442,0.0774802789092063,0.0146199399605393,0.3957565128803253,0.0476445853710174,0.0879663750529289,0.6393370032310486,W2tTsjkX76o
144,1,0.0853645833333333,0.0979205146431922,0.0014368927804753,0.4012540280818939,0.0011254415148869,0.0126804467290639,0.4709624648094177,0.0146202463656663,xBIowQ0WaR8
145,1,0.0204166666666666,0.7336986064910889,0.0009286417043767,0.0022578586358577,0.0018819958204403,0.0032640062272548,0.0026709043886512,0.2552981674671173,U7e-mcJdZok
146,1,0.1232696759259259,0.2443268001079559,0.0024331256281584,0.0035314552951604,0.0229952428489923,0.0256030112504959,0.0091770580038428,0.6919333338737488,EywIAz8fPnY
147,2,0.0602893518518518,0.220724418759346,0.004800365306437,0.2222933620214462,0.7634222507476807,0.078579656779766,0.4107685983181,0.0547689236700534,e2h_BreIxaQ
148,1,0.1663368055555555,0.0007586839492432,1.9700732082128525e-05,0.4073079228401184,5.0862938223872334e-05,0.0004237464745528,0.5898089408874512,0.0016301701543852,iX0HbrfRyvc
149,1,0.1574074074074074,0.0007982372771948,2.022118860622868e-05,0.0041697970591485,3.576811286620796e-05,0.0003598016337491,0.9925521612167358,0.0020640410948544,799uhYUxtvA
150,1,0.0384837962962962,0.0078140823170542,0.0002315173042006,0.0012544518103823,0.0012547150254249,0.0075783939100801,0.8485735654830933,0.1332933008670807,dfEWw95coak
151,1,0.0407118055555555,0.0150279402732849,3.888004721375182e-05,0.4712110757827759,9.15338605409488e-05,0.0009814439108595,0.5112119317054749,0.00143715494778,jdTwCSxNINA
152,1,0.0798611111111111,0.0040653338655829,0.0008222081814892,0.0002457654918543,0.4536259174346924,0.0027217136230319,0.0018896328983828,0.5366294980049133,_ZCv6fROPTg
153,2,0.0567592592592592,0.3992572128772735,0.0039540729485452,0.00753999594599,0.0012997378362342,0.0197398029267787,0.4920327961444855,0.987208902835846,Rxx3UtLn15g
154,1,0.0813946759259259,0.0069365841336548,0.000508599623572,0.0058218664489686,0.0002772435545921,0.0155423460528254,0.8545556664466858,0.1163577660918235,Zlc12P4F51c
155,1,0.2138888888888888,0.0026302896440029,0.0005287795793265,0.0025635596830397,0.0038272698875516,0.0016389633528888,0.9727786779403688,0.0160324815660715,7FERCp7AtXg
156,1,0.026099537037037,0.0045421929098665,0.0001938176865223,0.0008613823447376,0.0002307637623744,0.0060665062628686,0.914326786994934,0.0737785547971725,N-YNANU4fOo
157,1,0.3093518518518519,0.0090367756783962,0.0002403776743449,0.2094477862119674,0.1068724691867828,0.0463123582303524,0.0846353024244308,0.5434549450874329,7UkkrNoZUwU
158,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8pbu-uJlJ9E
159,1,0.1616840277777777,0.0072064823471009,2.6234492906951346e-05,0.030874166637659,0.0016470021801069,0.0005273843416944,0.9265594482421876,0.033159252256155,epgVJT9Wa-k
160,1,0.0651967592592592,0.1149813532829284,0.0640059858560562,0.1233660578727722,0.0298519898205995,0.0578462108969688,0.4968674480915069,0.1130809336900711,9mwXltguBWY
161,1,0.17,0.0013545952970162,1.5169726793828886e-05,0.0001085780313587,0.9173128008842468,0.0001275435643037,0.0809484049677848,0.00013299784041,uWUHkCgslNE
162,1,0.1461458333333333,0.8712759017944336,0.0019962359219789,0.0027856279630213,0.0223946385085582,0.0734679251909256,0.0014443050604313,0.0266352333128452,rdMtOPQLqyE
163,1,0.0697569444444444,0.6207313537597656,0.0263147559016942,0.0004804058407898,0.0554519779980182,0.2365480065345764,0.0001297904382226,0.0603436902165412,7gan3O3PHx8
164,1,0.1474537037037037,0.0384003371000289,0.0859718099236488,0.0065142679959535,0.7975357174873352,0.0006874924292787,0.0694485232234001,0.0014418791979551,z5ckEKYvUts
165,1,0.1429166666666666,0.0001088563585653,4.411569420881279e-07,0.0002485808217898,0.0059990598820149,1.541920573799871e-05,0.9934244155883788,0.0002032760239671,4XRl_k5pJiI
166,1,0.1791666666666666,0.0153250405564904,6.1031245422782376e-05,0.257308691740036,2.124149250448681e-05,0.0023331886623054,0.7193145751953125,0.0056361546739935,BqD0CKKyRyE
167,1,0.117199074074074,0.0069443131797015,0.0056601236574351,0.1886284500360489,0.1250020712614059,0.0560099184513092,0.5275574326515198,0.090197741985321,iJ02ZNYX7O4
168,1,0.0090277777777777,0.0120436009019613,0.0017626775661483,0.008779102936387,0.2962527275085449,0.0015711435116827,0.6769501566886902,0.0026406142860651,M4o3E1Yjvp8
169,1,0.0736458333333333,0.005945635959506,0.001540579018183,0.0071274656802415,0.0328265391290187,0.749233603477478,0.0062929606065154,0.1970331519842147,eY5AQhEeTc0
170,1,0.1269965277777777,0.000217273045564,0.0120232421904802,0.0003615103196352,0.9827948212623596,0.0005167525960132,0.0014748410321772,0.0026116131339222,IBOB-wS19yE
171,1,0.1246875,0.2509922981262207,0.0009979712776839,0.0051385411061346,0.1267239600419998,0.0420247130095958,0.0680368468165397,0.5060856938362122,gX3KV42qXs0
172,1,0.190162037037037,0.0152756627649068,0.0003944509662687,0.0588430352509021,0.0874085128307342,0.0011709469836205,0.8352766036987305,0.0016307556070387,_s7o66tSnDo
173,1,0.2252893518518518,0.6252968907356262,0.2983867228031158,0.0184611286967992,0.0005272926646284,0.0195855647325515,0.0132213188335299,0.0245211664587259,2CrnPY-7q_I
174,1,0.1184027777777777,0.0057044667191803,1.4943158021196725e-05,0.0345117822289466,0.0008320333436131,7.27937076590024e-05,0.9585614204406738,0.0003025652258656,t8Us8iocRh4
175,1,0.1736979166666666,0.4626207649707794,0.0002315917809028,0.5215247869491577,8.435219206148759e-05,0.0006316596991382,0.0143926348537206,0.0005142993177287,aJzo3Gr1uZU
176,1,0.1047106481481481,0.0005796019104309,3.829997240245575e-06,0.0057971524074673,0.0001669430785113,1.247505770152202e-05,0.9933297038078308,0.0001102943497244,nkjy_5_cuXc
177,1,0.1709490740740741,0.0051782163791358,0.0003261631354689,0.0929696410894393,0.0014520962722599,0.0017204654868692,0.8634271025657654,0.0349263623356819,oCF8B_DS4vI
178,1,0.0516898148148148,0.0101122492924332,0.0008287521195597,0.0012012354563921,0.8011682629585266,0.0040820590220391,0.1596104353666305,0.0229970142245292,ic4R2j798l4
179,1,0.3182754629629629,0.0001838197931647,0.0003810473135672,0.0003222031518816,0.9268639087677002,8.96166093298234e-05,0.0720023065805435,0.0001571295724716,xd6kGOrXyDY
180,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jJL0XoNBaac
181,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3AXupc7oE-g
182,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNuzi-jMXoY
183,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUJmKl7QfDU
184,1,0.1852546296296296,0.0004296609840821,0.0002836994826793,0.0005002096877433,0.97075754404068,0.0034549375995993,0.0119555387645959,0.0126185016706585,w2iTCm0xpDc
185,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BwfkZ38sae0
186,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u5InZ6iknUM
187,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JiC6DbBoV4Y
188,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qwPg2Dmh-6k
189,1,0.118449074074074,0.0004339951265137,1.2828614671889229e-05,0.0018621900817379,0.756178081035614,6.237222260097042e-05,0.2413491755723953,0.0001013247310766,CqB95rj_txI
190,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8bXhsUs-ohw
191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3X6qEE2fHvE
192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BgBh4Pb9Z4Q
193,1,0.0146817129629629,0.9329773187637328,0.0007735217222943,0.0098454402759671,9.381485142512248e-05,0.0476288758218288,0.0008886872092261,0.007792295422405,RKjovflET48
194,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,w0VA9kbIL3g
195,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gEu0Fnt0VbM
196,1,0.0649537037037037,0.9451412558555604,0.0149091864004731,0.0014739445177838,0.0075356713496148,0.004697454161942,0.0010930484859272,0.0251494068652391,S7yZkHz4KLw
197,1,0.03171875,0.0189689360558986,0.0001648152974667,0.0044153090566396,0.0103442398831248,0.1392393112182617,0.451365977525711,0.375501424074173,3wKNAPJ-0ug
