,length,negative,neutral,positive
872,58,0.0,0.776,0.224
873,69,0.0,0.725,0.275
874,64,0.0,0.738,0.262
875,84,0.0,0.936,0.064
876,67,0.0,0.741,0.259
877,82,0.0,0.673,0.327
878,57,0.0,0.625,0.375
879,57,0.0,1.0,0.0
880,49,0.0,1.0,0.0
881,47,0.0,1.0,0.0
882,65,0.0,0.687,0.313
883,40,0.0,1.0,0.0
884,51,0.0,0.687,0.313
885,50,0.0,0.556,0.444
886,59,0.0,0.71,0.29
887,48,0.0,1.0,0.0
888,18,0.0,0.514,0.486
889,49,0.0,1.0,0.0
890,59,0.0,0.666,0.334
891,41,0.0,0.619,0.381
892,66,0.0,0.763,0.237
893,43,0.0,0.645,0.355
894,42,0.0,0.575,0.425
895,64,0.0,1.0,0.0
896,57,0.0,1.0,0.0
897,82,0.0,1.0,0.0
898,31,0.0,0.605,0.395
899,31,0.0,1.0,0.0
900,23,0.0,1.0,0.0
901,95,0.0,1.0,0.0
902,59,0.0,1.0,0.0
903,88,0.328,0.672,0.0
904,99,0.118,0.882,0.0
905,75,0.0,1.0,0.0
906,34,0.0,1.0,0.0
907,47,0.0,1.0,0.0
908,81,0.0,1.0,0.0
909,81,0.0,1.0,0.0
910,82,0.0,1.0,0.0
911,41,0.0,1.0,0.0
912,67,0.0,1.0,0.0
913,81,0.0,1.0,0.0
914,98,0.0,0.851,0.149
915,96,0.0,1.0,0.0
916,28,0.0,1.0,0.0
917,91,0.0,1.0,0.0
918,77,0.0,1.0,0.0
919,40,0.0,1.0,0.0
920,49,0.0,0.779,0.221
921,52,0.0,1.0,0.0
922,70,0.0,1.0,0.0
923,54,0.0,1.0,0.0
924,30,0.0,0.685,0.315
925,62,0.253,0.747,0.0
926,55,0.0,0.778,0.222
927,61,0.0,1.0,0.0
928,27,0.0,1.0,0.0
929,36,0.428,0.572,0.0
930,25,0.0,1.0,0.0
931,31,0.0,1.0,0.0
932,25,0.459,0.541,0.0
933,24,0.0,0.679,0.321
934,54,0.0,1.0,0.0
935,40,0.0,1.0,0.0
936,42,0.0,0.682,0.318
937,48,0.0,1.0,0.0
938,51,0.0,1.0,0.0
939,4,0.0,1.0,0.0
940,39,0.0,0.504,0.496
941,48,0.0,0.543,0.457
942,35,0.0,0.459,0.541
943,66,0.0,0.769,0.231
944,48,0.0,0.543,0.457
945,38,0.0,0.568,0.432
946,50,0.255,0.745,0.0
947,39,0.0,0.723,0.277
948,39,0.0,0.723,0.277
949,54,0.0,0.445,0.555
950,54,0.0,0.453,0.547
951,58,0.0,0.558,0.442
952,36,0.0,0.43,0.57
953,48,0.0,0.737,0.263
954,47,0.0,0.612,0.388
955,58,0.0,0.825,0.175
956,38,0.0,0.685,0.315
957,46,0.0,0.679,0.321
958,26,0.0,0.635,0.365
959,34,0.0,0.685,0.315
960,79,0.0,1.0,0.0
961,50,0.0,1.0,0.0
962,57,0.0,1.0,0.0
963,51,0.0,1.0,0.0
964,83,0.0,1.0,0.0
965,62,0.0,1.0,0.0
966,78,0.0,1.0,0.0
967,56,0.0,1.0,0.0
968,21,0.0,1.0,0.0
969,50,0.278,0.722,0.0
970,56,0.0,1.0,0.0
971,50,0.0,1.0,0.0
972,43,0.0,1.0,0.0
973,78,0.0,0.67,0.33
974,66,0.0,1.0,0.0
975,61,0.0,1.0,0.0
976,56,0.0,1.0,0.0
977,68,0.107,0.893,0.0
978,68,0.0,1.0,0.0
979,58,0.0,0.597,0.403
980,63,0.203,0.797,0.0
981,64,0.0,1.0,0.0
982,24,0.0,1.0,0.0
983,79,0.0,0.625,0.375
984,44,0.0,1.0,0.0
985,50,0.273,0.727,0.0
986,65,0.0,0.637,0.363
987,50,0.0,1.0,0.0
988,51,0.0,0.741,0.259
989,49,0.0,1.0,0.0
990,40,0.0,1.0,0.0
991,52,0.0,1.0,0.0
992,56,0.0,1.0,0.0
993,78,0.0,0.748,0.252
994,25,0.0,1.0,0.0
995,42,0.358,0.642,0.0
996,35,0.0,1.0,0.0
997,50,0.0,1.0,0.0
998,53,0.0,1.0,0.0
999,45,0.0,1.0,0.0
1000,73,0.0,1.0,0.0
1001,15,0.0,1.0,0.0
1002,62,0.0,0.769,0.231
1003,27,0.0,1.0,0.0
1004,35,0.0,1.0,0.0
1005,50,0.0,1.0,0.0
1006,46,0.0,1.0,0.0
1007,75,0.0,0.75,0.25
1008,83,0.0,1.0,0.0
1009,77,0.0,1.0,0.0
1010,76,0.0,0.792,0.208
1011,44,0.0,1.0,0.0
1012,33,0.241,0.759,0.0
1013,12,0.0,1.0,0.0
1014,63,0.0,1.0,0.0
1015,33,0.0,1.0,0.0
1016,83,0.0,1.0,0.0
1017,51,0.0,1.0,0.0
1018,83,0.0,0.72,0.28
1019,15,0.0,1.0,0.0
1020,41,0.0,1.0,0.0
1021,95,0.0,0.756,0.244
1022,94,0.167,0.833,0.0
1023,96,0.0,0.564,0.436
1024,27,0.0,1.0,0.0
1025,56,0.0,0.792,0.208
1026,47,0.394,0.606,0.0
1027,33,0.0,1.0,0.0
1028,78,0.0,0.563,0.437
1029,35,0.0,1.0,0.0
1030,32,0.0,1.0,0.0
1031,38,0.0,1.0,0.0
1032,24,0.0,0.417,0.583
1033,33,0.0,0.488,0.512
1034,28,0.0,1.0,0.0
1035,35,0.0,1.0,0.0
1036,46,0.0,0.48,0.52
1037,32,0.0,1.0,0.0
1038,48,0.0,1.0,0.0
1039,21,0.0,0.4,0.6
1040,90,0.0,0.508,0.492
1041,53,0.0,0.513,0.487
1042,94,0.122,0.663,0.214
1043,53,0.0,0.396,0.604
1044,80,0.0,0.608,0.392
1045,76,0.0,0.517,0.483
1046,46,0.0,0.656,0.344
1047,73,0.0,0.55,0.45
1048,73,0.0,0.728,0.272
1049,72,0.0,0.565,0.435
1050,86,0.0,0.521,0.479
1051,41,0.0,0.4,0.6
1052,88,0.0,0.488,0.512
1053,73,0.0,0.452,0.548
1054,34,0.0,0.448,0.552
1055,32,0.0,0.488,0.512
1056,77,0.0,0.647,0.353
1057,56,0.0,0.51,0.49
1058,78,0.0,0.71,0.29
1059,68,0.0,0.565,0.435
1060,64,0.0,1.0,0.0
1061,89,0.0,1.0,0.0
1062,83,0.0,1.0,0.0
1063,93,0.0,1.0,0.0
1064,96,0.0,1.0,0.0
1065,93,0.0,1.0,0.0
1066,82,0.0,1.0,0.0
1067,88,0.0,1.0,0.0
1068,56,0.0,0.776,0.224
1069,96,0.144,0.856,0.0
1070,69,0.238,0.762,0.0
1071,73,0.0,1.0,0.0
1072,80,0.0,1.0,0.0
1073,93,0.0,1.0,0.0
1074,55,0.0,1.0,0.0
1075,70,0.223,0.777,0.0
1076,92,0.0,1.0,0.0
1077,30,0.0,1.0,0.0
1078,94,0.0,0.769,0.231
1079,71,0.0,1.0,0.0
1080,38,0.276,0.408,0.316
1081,47,0.0,1.0,0.0
1082,45,0.218,0.504,0.277
1083,27,0.0,1.0,0.0
1084,19,0.0,1.0,0.0
1085,19,0.0,1.0,0.0
1086,43,0.0,1.0,0.0
1087,29,0.0,1.0,0.0
1088,48,0.0,1.0,0.0
1089,35,0.0,0.69,0.31
1090,27,0.0,1.0,0.0
1091,35,0.0,1.0,0.0
1092,41,0.0,1.0,0.0
1093,28,0.0,1.0,0.0
1094,34,0.0,0.735,0.265
1095,19,0.0,1.0,0.0
1096,17,0.0,1.0,0.0
1097,52,0.0,1.0,0.0
1098,41,0.0,1.0,0.0
1099,22,0.0,1.0,0.0
1100,35,0.0,1.0,0.0
1101,25,0.259,0.741,0.0
1102,18,0.0,0.161,0.839
1103,22,0.0,1.0,0.0
1104,12,0.0,1.0,0.0
1105,18,0.0,1.0,0.0
1106,41,0.0,1.0,0.0
1107,36,0.0,1.0,0.0
1108,40,0.0,0.641,0.359
1109,33,0.0,1.0,0.0
1110,22,0.0,1.0,0.0
1111,30,0.296,0.704,0.0
1112,33,0.0,1.0,0.0
1113,23,0.0,0.334,0.666
1114,39,0.0,1.0,0.0
1115,43,0.0,1.0,0.0
1116,39,0.0,0.667,0.333
1117,37,0.278,0.722,0.0
1118,50,0.0,1.0,0.0
1119,18,0.0,1.0,0.0
1120,63,0.146,0.488,0.366
1121,63,0.0,0.6,0.4
1122,55,0.0,0.538,0.462
1123,58,0.0,0.5,0.5
1124,61,0.0,0.571,0.429
1125,60,0.0,0.571,0.429
1126,55,0.0,0.438,0.562
1127,54,0.0,0.538,0.462
1128,52,0.0,0.538,0.462
1129,52,0.0,0.538,0.462
1130,53,0.0,0.5,0.5
1131,60,0.0,0.571,0.429
1132,61,0.0,0.571,0.429
1133,61,0.0,0.571,0.429
1134,56,0.0,0.538,0.462
1135,50,0.0,0.5,0.5
1136,53,0.0,0.5,0.5
1137,56,0.0,0.538,0.462
1138,57,0.0,0.538,0.462
1139,50,0.0,0.5,0.5
1140,49,0.0,0.8,0.2
1141,93,0.0,1.0,0.0
1142,78,0.0,1.0,0.0
1143,99,0.0,1.0,0.0
1144,95,0.0,0.419,0.581
1145,87,0.0,1.0,0.0
1146,100,0.0,1.0,0.0
1147,81,0.0,0.796,0.204
1148,73,0.0,1.0,0.0
1149,72,0.0,1.0,0.0
1150,89,0.325,0.675,0.0
1151,63,0.0,0.516,0.484
1152,90,0.0,1.0,0.0
1153,97,0.0,1.0,0.0
1154,94,0.0,0.72,0.28
1155,69,0.0,1.0,0.0
1156,46,0.0,1.0,0.0
1157,100,0.0,1.0,0.0
1158,48,0.0,1.0,0.0
1159,35,0.0,0.423,0.577
1160,43,0.0,1.0,0.0
1161,37,0.0,0.484,0.516
1162,79,0.197,0.657,0.146
1163,49,0.0,1.0,0.0
1164,46,0.0,1.0,0.0
1165,54,0.231,0.769,0.0
1166,45,0.0,1.0,0.0
1167,22,0.0,1.0,0.0
1168,50,0.31,0.69,0.0
1169,51,0.341,0.659,0.0
1170,51,0.296,0.704,0.0
1171,38,0.344,0.333,0.322
1172,39,0.0,1.0,0.0
1173,35,0.273,0.267,0.46
1174,38,0.296,0.704,0.0
1175,39,0.0,1.0,0.0
1176,43,0.0,0.5,0.5
1177,32,0.0,1.0,0.0
1178,36,0.239,0.217,0.543
1179,58,0.0,1.0,0.0
1180,72,0.0,0.874,0.126
1181,98,0.13,0.753,0.117
1182,59,0.0,1.0,0.0
1183,58,0.412,0.588,0.0
1184,37,0.0,1.0,0.0
1185,63,0.0,0.698,0.302
1186,40,0.0,0.602,0.398
1187,22,0.0,1.0,0.0
1188,35,0.42,0.58,0.0
1189,46,0.341,0.659,0.0
1190,50,0.0,1.0,0.0
1191,67,0.346,0.654,0.0
1192,32,0.0,1.0,0.0
1193,57,0.311,0.444,0.244
1194,66,0.0,0.509,0.491
1195,80,0.179,0.494,0.327
1196,38,0.0,1.0,0.0
1197,43,0.0,0.685,0.315
1198,63,0.0,0.698,0.302
1199,34,0.412,0.588,0.0
1200,52,0.213,0.787,0.0
1201,62,0.0,0.762,0.238
1202,31,0.0,1.0,0.0
1203,52,0.0,1.0,0.0
1204,31,0.0,1.0,0.0
1205,32,0.0,1.0,0.0
1206,35,0.0,1.0,0.0
1207,64,0.0,1.0,0.0
1208,52,0.0,1.0,0.0
1209,23,0.0,1.0,0.0
1210,28,0.0,1.0,0.0
1211,32,0.0,0.588,0.412
1212,45,0.0,1.0,0.0
1213,37,0.177,0.823,0.0
1214,46,0.0,0.674,0.326
1215,45,0.0,0.674,0.326
1216,46,0.0,0.779,0.221
1217,18,0.0,1.0,0.0
1218,50,0.0,0.825,0.175
1219,36,0.0,0.746,0.254
1220,33,0.0,1.0,0.0
1221,50,0.0,0.592,0.408
1222,86,0.0,1.0,0.0
1223,67,0.0,1.0,0.0
1224,50,0.0,0.698,0.302
1225,95,0.0,0.904,0.096
1226,40,0.0,1.0,0.0
1227,42,0.0,1.0,0.0
1228,27,0.0,0.597,0.403
1229,98,0.0,1.0,0.0
1230,47,0.0,0.463,0.537
1231,94,0.0,1.0,0.0
1232,63,0.0,1.0,0.0
1233,60,0.0,1.0,0.0
1234,62,0.0,1.0,0.0
1235,54,0.0,1.0,0.0
1236,85,0.131,0.327,0.542
1237,37,0.0,0.822,0.178
1238,35,0.0,1.0,0.0
1239,47,0.0,1.0,0.0
1240,62,0.0,1.0,0.0
1241,29,0.0,1.0,0.0
1242,37,0.0,1.0,0.0
1243,40,0.412,0.588,0.0
1244,37,0.0,1.0,0.0
1245,77,0.0,1.0,0.0
1246,44,0.0,1.0,0.0
1247,24,0.0,1.0,0.0
1248,43,0.0,1.0,0.0
1249,67,0.0,1.0,0.0
1250,24,0.0,1.0,0.0
1251,27,0.0,1.0,0.0
1252,34,0.0,0.506,0.494
1253,35,0.0,0.58,0.42
1254,25,0.0,1.0,0.0
1255,29,0.0,1.0,0.0
1256,37,0.0,1.0,0.0
1257,40,0.0,1.0,0.0
1258,34,0.0,1.0,0.0
1259,9,0.0,1.0,0.0
1260,33,0.428,0.572,0.0
1261,28,0.0,1.0,0.0
1262,33,0.0,0.602,0.398
1263,40,0.0,1.0,0.0
1264,34,0.0,1.0,0.0
1265,41,0.0,1.0,0.0
1266,34,0.0,0.633,0.367
1267,32,0.0,0.435,0.565
1268,75,0.0,1.0,0.0
1269,47,0.0,1.0,0.0
1270,71,0.0,1.0,0.0
1271,93,0.0,1.0,0.0
1272,85,0.0,1.0,0.0
1273,51,0.0,0.463,0.537
1274,48,0.189,0.574,0.238
1275,41,0.0,1.0,0.0
1276,38,0.0,1.0,0.0
1277,47,0.291,0.709,0.0
1278,24,0.0,1.0,0.0
1279,43,0.0,1.0,0.0
1280,43,0.0,1.0,0.0
1281,81,0.184,0.816,0.0
1282,20,0.0,0.566,0.434
1283,50,0.0,1.0,0.0
1284,11,0.0,1.0,0.0
1285,13,0.0,0.357,0.643
1286,21,0.574,0.426,0.0
1287,50,0.0,0.625,0.375
1288,11,0.0,1.0,0.0
1289,47,0.0,0.611,0.389
1290,9,0.0,1.0,0.0
1291,58,0.0,1.0,0.0
1292,48,0.0,1.0,0.0
1293,51,0.0,1.0,0.0
1294,44,0.0,1.0,0.0
1295,43,0.481,0.519,0.0
1296,14,0.0,1.0,0.0
1297,35,0.0,1.0,0.0
1298,50,0.0,1.0,0.0
1299,24,0.0,1.0,0.0
1300,34,0.0,1.0,0.0
1301,44,0.0,1.0,0.0
1302,96,0.0,0.798,0.202
1303,72,0.0,1.0,0.0
1304,66,0.204,0.563,0.233
1305,41,0.0,1.0,0.0
1306,19,0.0,1.0,0.0
1307,49,0.0,1.0,0.0
1308,88,0.0,0.851,0.149
1309,21,0.0,1.0,0.0
1310,84,0.0,0.763,0.237
1311,20,0.0,1.0,0.0
1312,43,0.342,0.658,0.0
1313,34,0.0,1.0,0.0
1314,46,0.0,1.0,0.0
1315,88,0.0,1.0,0.0
1316,31,0.0,1.0,0.0
1317,30,0.375,0.625,0.0
1318,61,0.0,1.0,0.0
1319,23,0.0,1.0,0.0
1320,42,0.0,1.0,0.0
1321,39,0.0,1.0,0.0
1322,44,0.0,1.0,0.0
1323,52,0.0,1.0,0.0
1324,44,0.0,1.0,0.0
1325,37,0.0,1.0,0.0
1326,63,0.0,1.0,0.0
1327,34,0.0,1.0,0.0
1328,38,0.0,1.0,0.0
1329,49,0.0,1.0,0.0
1330,34,0.0,1.0,0.0
1331,27,0.0,1.0,0.0
1332,45,0.0,1.0,0.0
1333,27,0.0,1.0,0.0
1334,79,0.0,1.0,0.0
1335,31,0.0,1.0,0.0
1336,53,0.0,1.0,0.0
1337,31,0.0,1.0,0.0
1338,44,0.0,1.0,0.0
1339,40,0.0,1.0,0.0
1340,16,0.0,1.0,0.0
1341,69,0.0,1.0,0.0
1342,57,0.333,0.667,0.0
1343,60,0.0,1.0,0.0
1344,26,0.0,1.0,0.0
1345,92,0.0,1.0,0.0
1346,48,0.0,1.0,0.0
1347,59,0.0,0.777,0.223
1348,20,0.0,1.0,0.0
1349,11,0.0,1.0,0.0
1350,67,0.245,0.755,0.0
1351,48,0.0,1.0,0.0
1352,39,0.351,0.649,0.0
1353,24,0.0,1.0,0.0
1354,24,0.0,1.0,0.0
1355,24,0.0,1.0,0.0
1356,23,0.0,1.0,0.0
1357,64,0.0,1.0,0.0
1358,29,0.0,1.0,0.0
1359,49,0.0,1.0,0.0
1360,22,0.0,1.0,0.0
1361,97,0.0,1.0,0.0
1362,42,0.0,1.0,0.0
1363,61,0.0,0.656,0.344
1364,44,0.0,1.0,0.0
1365,40,0.0,1.0,0.0
1366,76,0.0,0.861,0.139
1367,38,0.0,1.0,0.0
1368,44,0.0,1.0,0.0
1369,43,0.0,1.0,0.0
1370,34,0.0,1.0,0.0
1371,37,0.0,0.625,0.375
1372,31,0.0,1.0,0.0
1373,38,0.0,1.0,0.0
1374,90,0.0,0.75,0.25
1375,43,0.0,1.0,0.0
1376,43,0.0,1.0,0.0
1377,43,0.0,1.0,0.0
1378,32,0.0,1.0,0.0
1379,23,0.0,1.0,0.0
1380,97,0.0,0.828,0.172
1381,87,0.0,1.0,0.0
1382,59,0.0,1.0,0.0
1383,35,0.0,1.0,0.0
1384,80,0.0,1.0,0.0
1385,75,0.0,1.0,0.0
1386,75,0.0,1.0,0.0
1387,83,0.0,1.0,0.0
1388,88,0.0,1.0,0.0
1389,61,0.0,1.0,0.0
1390,76,0.0,1.0,0.0
1391,80,0.0,1.0,0.0
1392,72,0.383,0.617,0.0
1393,94,0.0,1.0,0.0
1394,69,0.0,1.0,0.0
1395,81,0.0,0.815,0.185
1396,72,0.0,0.752,0.248
1397,31,0.0,0.735,0.265
1398,24,0.0,0.417,0.583
1399,46,0.0,1.0,0.0
1400,51,0.0,0.583,0.417
1401,32,0.221,0.349,0.43
1402,61,0.189,0.811,0.0
1403,8,0.0,1.0,0.0
1404,17,0.0,1.0,0.0
1405,37,0.0,1.0,0.0
1406,34,0.0,1.0,0.0
1407,26,0.0,1.0,0.0
1408,54,0.0,1.0,0.0
1409,36,0.0,1.0,0.0
1410,35,0.0,1.0,0.0
1411,45,0.0,0.69,0.31
1412,38,0.0,1.0,0.0
1413,48,0.0,1.0,0.0
1414,49,0.0,0.701,0.299
1415,50,0.0,1.0,0.0
1416,46,0.0,1.0,0.0
1417,48,0.0,0.701,0.299
1418,14,0.0,1.0,0.0
1419,41,0.342,0.381,0.276
1420,22,0.0,1.0,0.0
1421,96,0.0,1.0,0.0
1422,76,0.0,0.775,0.225
1423,95,0.0,0.828,0.172
1424,49,0.0,1.0,0.0
1425,56,0.0,1.0,0.0
1426,32,0.0,0.649,0.351
1427,54,0.0,1.0,0.0
1428,91,0.0,1.0,0.0
1429,52,0.0,1.0,0.0
1430,49,0.0,1.0,0.0
1431,32,0.0,0.556,0.444
1432,20,0.0,1.0,0.0
1433,14,0.0,1.0,0.0
1434,89,0.0,1.0,0.0
1435,18,0.0,1.0,0.0
1436,89,0.0,0.8,0.2
1437,78,0.162,0.838,0.0
1438,53,0.328,0.48,0.192
1439,28,0.0,1.0,0.0
1440,38,0.0,1.0,0.0
1441,49,0.0,1.0,0.0
1442,65,0.0,0.874,0.126
1443,38,0.263,0.404,0.333
1444,56,0.0,1.0,0.0
1445,72,0.206,0.794,0.0
1446,84,0.0,1.0,0.0
1447,52,0.0,0.684,0.316
1448,52,0.0,0.712,0.288
1449,39,0.0,0.794,0.206
1450,23,0.0,1.0,0.0
1451,54,0.245,0.755,0.0
1452,21,0.0,1.0,0.0
1453,6,0.0,1.0,0.0
1454,14,0.0,0.189,0.811
1455,71,0.27,0.73,0.0
1456,42,0.0,1.0,0.0
1457,49,0.0,1.0,0.0
1458,59,0.0,1.0,0.0
1459,58,0.0,1.0,0.0
1460,38,0.0,1.0,0.0
1461,21,0.0,1.0,0.0
1462,43,0.0,0.625,0.375
1463,57,0.2,0.8,0.0
1464,24,0.0,1.0,0.0
1465,50,0.263,0.505,0.232
1466,39,0.0,0.712,0.288
1467,63,0.302,0.698,0.0
1468,43,0.555,0.445,0.0
1469,74,0.0,1.0,0.0
1470,55,0.0,1.0,0.0
1471,53,0.561,0.439,0.0
1472,25,0.0,1.0,0.0
1473,53,0.406,0.594,0.0
1474,52,0.0,1.0,0.0
1475,77,0.0,1.0,0.0
1476,53,0.286,0.714,0.0
1477,28,0.302,0.698,0.0
1478,78,0.0,1.0,0.0
1479,90,0.0,1.0,0.0
1480,35,0.0,1.0,0.0
1481,37,0.0,1.0,0.0
1482,80,0.0,1.0,0.0
1483,100,0.0,0.89,0.11
1484,52,0.0,0.377,0.623
1485,38,0.0,1.0,0.0
1486,71,0.0,0.815,0.185
1487,76,0.0,0.702,0.298
1488,69,0.0,0.734,0.266
1489,75,0.0,1.0,0.0
1490,74,0.0,1.0,0.0
1491,69,0.0,1.0,0.0
1492,74,0.0,1.0,0.0
1493,79,0.0,1.0,0.0
1494,73,0.0,0.738,0.262
1495,79,0.163,0.638,0.199
1496,71,0.0,1.0,0.0
1497,97,0.0,0.915,0.085
1498,79,0.0,0.763,0.237
1499,64,0.0,1.0,0.0
1500,41,0.0,1.0,0.0
1501,43,0.0,1.0,0.0
1502,29,0.0,0.526,0.474
1503,66,0.0,1.0,0.0
1504,22,0.0,1.0,0.0
1505,30,0.259,0.741,0.0
1506,34,0.0,1.0,0.0
1507,64,0.0,1.0,0.0
1508,26,0.479,0.208,0.312
1509,46,0.0,1.0,0.0
1510,21,0.0,1.0,0.0
1511,50,0.0,1.0,0.0
1512,48,0.0,1.0,0.0
1513,62,0.0,1.0,0.0
1514,20,0.0,1.0,0.0
1515,47,0.0,1.0,0.0
1516,51,0.0,1.0,0.0
1517,44,0.0,1.0,0.0
1518,41,0.0,1.0,0.0
1519,40,0.0,1.0,0.0
1520,48,0.0,1.0,0.0
1521,13,0.0,1.0,0.0
1522,43,0.0,1.0,0.0
1523,11,0.0,1.0,0.0
1524,16,0.0,1.0,0.0
1525,21,0.0,1.0,0.0
1526,22,0.0,1.0,0.0
1527,28,0.0,1.0,0.0
1528,59,0.0,1.0,0.0
1529,11,0.0,1.0,0.0
1530,32,0.0,1.0,0.0
1531,14,0.0,1.0,0.0
1532,26,0.0,1.0,0.0
1533,12,0.0,1.0,0.0
1534,30,0.0,1.0,0.0
1535,26,0.0,1.0,0.0
1536,27,0.0,1.0,0.0
1537,39,0.0,1.0,0.0
1538,33,0.0,1.0,0.0
1539,8,0.0,1.0,0.0
1540,36,0.0,1.0,0.0
1541,38,0.0,1.0,0.0
1542,31,0.0,0.635,0.365
1543,47,0.0,0.674,0.326
1544,17,0.0,1.0,0.0
1545,31,0.0,1.0,0.0
1546,39,0.0,1.0,0.0
1547,58,0.0,1.0,0.0
1548,25,0.0,1.0,0.0
1549,18,0.0,1.0,0.0
1550,49,0.287,0.713,0.0
1551,15,0.0,1.0,0.0
1552,26,0.659,0.341,0.0
1553,33,0.0,1.0,0.0
1554,36,0.0,1.0,0.0
1555,51,0.0,0.564,0.436
1556,38,0.0,1.0,0.0
1557,52,0.23,0.77,0.0
1558,31,0.0,0.541,0.459
1559,20,0.565,0.435,0.0
1560,99,0.397,0.603,0.0
1561,100,0.0,0.683,0.317
1562,68,0.0,1.0,0.0
1563,54,0.0,1.0,0.0
1564,96,0.0,1.0,0.0
1565,99,0.0,1.0,0.0
1566,100,0.0,0.675,0.325
1567,100,0.0,0.794,0.206
1568,99,0.158,0.6,0.242
1569,100,0.149,0.559,0.292
1570,97,0.0,0.729,0.271
1571,99,0.0,0.704,0.296
1572,81,0.0,0.816,0.184
1573,98,0.0,0.818,0.182
1574,94,0.23,0.645,0.124
1575,99,0.0,0.594,0.406
1576,94,0.0,0.684,0.316
1577,99,0.0,1.0,0.0
1578,85,0.153,0.736,0.11
1579,76,0.0,0.604,0.396
1580,38,0.0,0.711,0.289
1581,31,0.0,1.0,0.0
1582,93,0.0,1.0,0.0
1583,92,0.0,1.0,0.0
1584,57,0.0,1.0,0.0
1585,86,0.0,1.0,0.0
1586,94,0.0,1.0,0.0
1587,67,0.0,1.0,0.0
1588,98,0.0,1.0,0.0
1589,71,0.0,1.0,0.0
1590,48,0.0,1.0,0.0
1591,46,0.0,1.0,0.0
1592,88,0.0,0.6,0.4
1593,96,0.0,1.0,0.0
1594,70,0.0,0.71,0.29
1595,47,0.0,1.0,0.0
1596,75,0.288,0.712,0.0
1597,22,0.0,1.0,0.0
1598,59,0.223,0.777,0.0
1599,26,0.0,0.58,0.42
